id,title,author,rating,image_url,year,genre,description
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996.0,History,No description available.
52036,Siddhartha,"Hermann Hesse, Hilda Rosner",3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,1922.0,Sci-Fi,No description available.
168642,In Cold Blood,Truman Capote,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,1965.0,Sci-Fi,No description available.
6304335,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,2009.0,Sci-Fi,No description available.
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,2010.0,History,No description available.
39988,Matilda,"Roald Dahl, Quentin Blake",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988.0,History,No description available.
9361589,The Night Circus,Erin Morgenstern,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,2011.0,Mystery,No description available.
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,2001.0,Romance,No description available.
24770,"Uglies (Uglies, #1)",Scott Westerfeld,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,2005.0,Sci-Fi,No description available.
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg,2011.0,Sci-Fi,No description available.
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,1955.0,Fantasy,No description available.
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,2012.0,History,No description available.
472331,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,1987.0,Sci-Fi,No description available.
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,2007.0,Mystery,No description available.
3228917,Outliers: The Story of Success,Malcolm Gladwell,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,2008.0,History,No description available.
153747,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,1851.0,Fantasy,No description available.
2728527,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg,2008.0,Romance,No description available.
5759,Fight Club,Chuck Palahniuk,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg,1996.0,Fantasy,No description available.
301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg,2001.0,Fantasy,No description available.
11486,The Color Purple,Alice Walker,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982.0,Mystery,No description available.
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg,2005.0,Fiction,No description available.
16299,And Then There Were None,Agatha Christie,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg,1939.0,History,No description available.
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg,2009.0,Fiction,No description available.
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,4.0,https://images.gr-assets.com/books/1358261334m/6339664.jpg,2009.0,Mystery,No description available.
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg,2011.0,Fantasy,No description available.
5326,A Christmas Carol,Charles Dickens,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg,1843.0,Fiction,No description available.
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg,1976.0,Mystery,No description available.
10507293,"The Selection (The Selection, #1)",Kiera Cass,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg,2012.0,History,No description available.
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg,1994.0,Romance,No description available.
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg,2010.0,Fantasy,No description available.
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg,1988.0,Romance,No description available.
345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg,2007.0,Romance,No description available.
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005.0,Mystery,No description available.
6867,Atonement,Ian McEwan,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg,2001.0,Romance,No description available.
485894,The Metamorphosis,"Franz Kafka, Stanley Corngold",3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg,1915.0,Mystery,No description available.
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg,2007.0,Romance,No description available.
9969571,Ready Player One,Ernest Cline,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg,2011.0,Fiction,No description available.
3153910,The Art of Racing in the Rain,Garth Stein,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg,2006.0,Fantasy,No description available.
21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg,2003.0,Mystery,No description available.
13572249,"Bared to You (Crossfire, #1)",Sylvia Day,4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg,2012.0,Fiction,No description available.
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg,1956.0,History,No description available.
3609760,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,4.23,https://images.gr-assets.com/books/1352539022m/3609760.jpg,,Fiction,No description available.
60748,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995.0,Sci-Fi,No description available.
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg,1980.0,Sci-Fi,No description available.
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg,2001.0,Sci-Fi,No description available.
6487308,"Fallen (Fallen, #1)",Lauren Kate,3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg,2009.0,Fiction,No description available.
4406,East of Eden,John Steinbeck,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg,1952.0,Romance,No description available.
5886881,Dark Places,Gillian Flynn,3.92,https://images.gr-assets.com/books/1354988288m/5886881.jpg,2009.0,Fiction,No description available.
5359,The Client,John Grisham,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993.0,History,No description available.
228333,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",3.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002.0,Mystery,No description available.
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",4.06,https://images.gr-assets.com/books/1327872220m/24213.jpg,1865.0,Fantasy,No description available.
2156,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1817.0,Romance,No description available.
556602,Sarah's Key,Tatiana de Rosnay,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007.0,Romance,No description available.
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,3.99,https://images.gr-assets.com/books/1375776480m/43615.jpg,1982.0,History,No description available.
9712,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",3.89,https://images.gr-assets.com/books/1327124987m/9712.jpg,1985.0,History,No description available.
439288,Speak,Laurie Halse Anderson,4.0,https://images.gr-assets.com/books/1310121762m/439288.jpg,1999.0,History,No description available.
17802724,The Husband's Secret,Liane Moriarty,3.92,https://images.gr-assets.com/books/1460577225m/17802724.jpg,2013.0,Mystery,No description available.
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.11,https://images.gr-assets.com/books/1463384482m/1898.jpg,1997.0,Romance,No description available.
10592,Carrie,Stephen King,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974.0,Fiction,No description available.
242006,Running with Scissors,Augusten Burroughs,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002.0,History,No description available.
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,https://images.gr-assets.com/books/1386328204m/8908.jpg,2006.0,Fantasy,No description available.
17212231,"Inferno (Robert Langdon, #4)",Dan Brown,3.8,https://images.gr-assets.com/books/1397093185m/17212231.jpg,2013.0,Mystery,No description available.
47281,Number the Stars,Lois Lowry,4.11,https://images.gr-assets.com/books/1370917812m/47281.jpg,1989.0,Sci-Fi,No description available.
13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993.0,Mystery,No description available.
10614,Misery,Stephen King,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg,1987.0,Fiction,No description available.
66559,Sharp Objects,Gillian Flynn,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg,2006.0,Fantasy,No description available.
2839,Bridge to Terabithia,Katherine Paterson,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg,1977.0,Sci-Fi,No description available.
30183,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg,2007.0,Sci-Fi,No description available.
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg,1989.0,Romance,No description available.
1622,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg,1595.0,Sci-Fi,No description available.
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg,2005.0,Sci-Fi,No description available.
11387515,Wonder,R.J. Palacio,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg,2012.0,Romance,No description available.
233093,The Cat in the Hat,Dr. Seuss,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg,1957.0,Mystery,No description available.
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg,2012.0,History,No description available.
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg,2013.0,Fiction,No description available.
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg,2009.0,Fantasy,No description available.
662,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",3.68,https://images.gr-assets.com/books/1405868167m/662.jpg,1957.0,Mystery,No description available.
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg,2006.0,History,No description available.
13023,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke",4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1865.0,Mystery,No description available.
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg,2001.0,Mystery,No description available.
7631105,"The Scorch Trials (Maze Runner, #2)",James Dashner,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010.0,Romance,No description available.
4865,How to Win Friends and Influence People,Dale Carnegie,4.13,https://images.gr-assets.com/books/1442726934m/4865.jpg,1936.0,Mystery,No description available.
480479,Under the Tuscan Sun,Frances Mayes,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg,1996.0,History,No description available.
19486412,Big Little Lies,Liane Moriarty,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg,2014.0,Romance,No description available.
24337,Ella Enchanted,Gail Carson Levine,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg,1997.0,Sci-Fi,No description available.
3876,The Sun Also Rises,Ernest Hemingway,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg,1926.0,Fantasy,No description available.
14891,A Tree Grows in Brooklyn,Betty  Smith,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg,1943.0,Mystery,No description available.
13148,"Kiss the Girls (Alex Cross, #2)",James Patterson,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995.0,Fantasy,No description available.
21853621,The Nightingale,Kristin Hannah,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg,2015.0,Romance,No description available.
6334,Never Let Me Go,Kazuo Ishiguro,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg,2005.0,Mystery,No description available.
366522,P.S. I Love You,Cecelia Ahern,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003.0,Sci-Fi,No description available.
12873,Rebecca,"Daphne du Maurier, Sally Beauman",4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg,1938.0,Romance,No description available.
18373,Flowers for Algernon,Daniel Keyes,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg,1966.0,Fantasy,No description available.
6952,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989.0,Romance,No description available.
1103,Snow Flower and the Secret Fan,Lisa See,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg,2005.0,Sci-Fi,No description available.
22034,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg,1969.0,History,No description available.
49750,An Abundance of Katherines,John Green,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg,2006.0,Romance,No description available.
29579,Foundation (Foundation #1),Isaac Asimov,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg,1951.0,Fiction,No description available.
15783514,The Ocean at the End of the Lane,Neil Gaiman,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg,2013.0,Sci-Fi,No description available.
30118,A Light in the Attic,Shel Silverstein,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg,1981.0,Romance,No description available.
29056083,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg,2016.0,Fiction,No description available.
11614718,"Delirium (Delirium, #1)",Lauren Oliver,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg,2011.0,Fantasy,No description available.
32499,The Pelican Brief,John Grisham,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992.0,Mystery,No description available.
17061,Coraline,Neil Gaiman,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg,2002.0,Romance,No description available.
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg,1990.0,Romance,No description available.
70401,On the Road,Jack Kerouac,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg,1955.0,Fiction,No description available.
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg,2013.0,Mystery,No description available.
3063499,The Lucky One,Nicholas Sparks,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg,2008.0,Fiction,No description available.
2122,The Fountainhead,"Ayn Rand, Leonard Peikoff",3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg,1943.0,Fantasy,No description available.
19691,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg,1984.0,Fantasy,No description available.
76620,"Watership Down (Watership Down, #1)",Richard Adams,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg,1972.0,History,No description available.
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg,2011.0,Fiction,No description available.
3591262,Cutting for Stone,Abraham Verghese,4.28,https://images.gr-assets.com/books/1327931601m/3591262.jpg,2009.0,Fantasy,No description available.
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",4.08,https://images.gr-assets.com/books/1343185059m/140225.jpg,1951.0,Fantasy,No description available.
295,Treasure Island,Robert Louis Stevenson,3.82,https://images.gr-assets.com/books/1485248909m/295.jpg,1882.0,Romance,No description available.
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.44,https://images.gr-assets.com/books/1464201114m/9520360.jpg,2011.0,Romance,No description available.
10644930,11/22/63,Stephen King,4.29,https://images.gr-assets.com/books/1327876792m/10644930.jpg,2011.0,History,No description available.
4948,The Very Hungry Caterpillar Board Book,Eric Carle,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg,1969.0,Fiction,No description available.
135479,Cat's Cradle,Kurt Vonnegut Jr.,4.18,https://images.gr-assets.com/books/1327867150m/135479.jpg,1963.0,History,No description available.
2493,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",3.87,https://images.gr-assets.com/books/1327942880m/2493.jpg,1895.0,Fiction,No description available.
7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010.0,Mystery,No description available.
39999,The Boy in the Striped Pajamas,John Boyne,4.1,https://images.gr-assets.com/books/1366228171m/39999.jpg,2006.0,Fantasy,No description available.
4900,Heart of Darkness,Joseph Conrad,3.42,https://images.gr-assets.com/books/1392799983m/4900.jpg,1899.0,Mystery,No description available.
7812659,Safe Haven,Nicholas Sparks,4.19,https://images.gr-assets.com/books/1344268800m/7812659.jpg,2010.0,Fantasy,No description available.
52529,"The Secret (The Secret, #1)",Rhonda Byrne,3.62,https://images.gr-assets.com/books/1482865039m/52529.jpg,2006.0,Fiction,No description available.
227711,I Know This Much Is True,Wally Lamb,4.17,https://images.gr-assets.com/books/1373532198m/227711.jpg,1998.0,Fiction,No description available.
10583,Pet Sematary,Stephen King,3.91,https://images.gr-assets.com/books/1308894674m/10583.jpg,1983.0,Mystery,No description available.
5203,She's Come Undone,Wally Lamb,3.84,https://images.gr-assets.com/books/1408313457m/5203.jpg,1992.0,Romance,No description available.
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.57,https://images.gr-assets.com/books/1452624392m/1215032.jpg,2011.0,History,No description available.
33724,Can You Keep a Secret?,Sophie Kinsella,3.83,https://images.gr-assets.com/books/1330464293m/33724.jpg,2003.0,Sci-Fi,No description available.
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.16,https://images.gr-assets.com/books/1369452302m/6752378.jpg,2011.0,Mystery,No description available.
14748,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.7,https://images.gr-assets.com/books/1327936464m/14748.jpg,2001.0,History,No description available.
3412,The Thorn Birds,Colleen McCullough,4.22,https://images.gr-assets.com/books/1391416796m/3412.jpg,1977.0,Sci-Fi,No description available.
2213661,The Graveyard Book,"Neil Gaiman, Dave McKean",4.12,https://images.gr-assets.com/books/1303859949m/2213661.jpg,2008.0,History,No description available.
13158800,The Light Between Oceans,M.L. Stedman,4.0,https://images.gr-assets.com/books/1336683021m/13158800.jpg,2012.0,Mystery,No description available.
28194,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",3.86,https://images.gr-assets.com/books/1328866790m/28194.jpg,2003.0,Fiction,No description available.
4894,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998.0,Fantasy,No description available.
9791,A Walk in the Woods,Bill Bryson,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997.0,Sci-Fi,No description available.
13214,I Know Why the Caged Bird Sings,Maya Angelou,4.19,https://images.gr-assets.com/books/1327957927m/13214.jpg,1969.0,Sci-Fi,No description available.
15818107,Orphan Train,Christina Baker Kline,4.14,https://images.gr-assets.com/books/1362409483m/15818107.jpg,2013.0,Fiction,No description available.
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.3,https://images.gr-assets.com/books/1460477703m/8755776.jpg,2012.0,Fiction,No description available.
13526165,"Where'd You Go, Bernadette",Maria Semple,3.9,https://images.gr-assets.com/books/1338822317m/13526165.jpg,2012.0,Fiction,No description available.
10365,Where the Red Fern Grows,Wilson Rawls,4.04,https://images.gr-assets.com/books/1166154337m/10365.jpg,1961.0,Mystery,No description available.
14497,Neverwhere,Neil Gaiman,4.18,https://images.gr-assets.com/books/1348747943m/14497.jpg,1996.0,History,No description available.
9717,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,https://images.gr-assets.com/books/1265401884m/9717.jpg,1984.0,Romance,No description available.
16068905,Fangirl,Rainbow Rowell,4.12,https://images.gr-assets.com/books/1499565420m/16068905.jpg,2013.0,Romance,No description available.
4473,A Prayer for Owen Meany,John Irving,4.22,https://images.gr-assets.com/books/1260470010m/4473.jpg,1989.0,Sci-Fi,No description available.
32234,White Oleander,Janet Fitch,3.93,https://images.gr-assets.com/books/1501159524m/32234.jpg,1999.0,Romance,No description available.
9275658,"Legend (Legend, #1)",Marie Lu,4.19,https://images.gr-assets.com/books/1501368160m/9275658.jpg,2011.0,Sci-Fi,No description available.
14866,Nineteen Minutes,Jodi Picoult,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007.0,Mystery,No description available.
2318271,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",4.25,https://images.gr-assets.com/books/1388075896m/2318271.jpg,2008.0,Fiction,No description available.
228665,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,4.18,https://images.gr-assets.com/books/1337818095m/228665.jpg,1990.0,History,No description available.
10916,The Pact,Jodi Picoult,4.0,https://images.gr-assets.com/books/1410754561m/10916.jpg,1998.0,Mystery,No description available.
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.01,https://images.gr-assets.com/books/1308814770m/65605.jpg,1953.0,Romance,No description available.
2153405,Still Alice,Lisa Genova,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007.0,Fantasy,No description available.
13596809,"Reflected in You (Crossfire, #2)",Sylvia Day,4.33,https://images.gr-assets.com/books/1477802540m/13596809.jpg,2012.0,Mystery,No description available.
6689,James and the Giant Peach,"Roald Dahl, Quentin Blake",3.99,https://images.gr-assets.com/books/1320412586m/6689.jpg,1961.0,Romance,No description available.
13137,"1st to Die (Women's Murder Club, #1)",James Patterson,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001.0,History,No description available.
13,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.37,https://images.gr-assets.com/books/1404613595m/13.jpg,1996.0,Fiction,No description available.
6280118,One Day,David Nicholls,3.77,https://images.gr-assets.com/books/1327873020m/6280118.jpg,2009.0,Fiction,No description available.
32929,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1947.0,History,No description available.
7747374,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,https://images.gr-assets.com/books/1305807140m/7747374.jpg,2010.0,Fiction,No description available.
1371,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,-750.0,Fantasy,No description available.
13497818,The Casual Vacancy,J.K. Rowling,3.28,https://images.gr-assets.com/books/1358266832m/13497818.jpg,2012.0,Mystery,No description available.
24192,The Runaway Jury,John Grisham,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996.0,Fiction,No description available.
4138,Naked,David Sedaris,4.08,https://images.gr-assets.com/books/1394178867m/4138.jpg,1997.0,Fantasy,No description available.
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.96,https://images.gr-assets.com/books/1387119654m/45978.jpg,2005.0,Fiction,No description available.
236093,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",3.98,https://images.gr-assets.com/books/1398003737m/236093.jpg,1900.0,History,No description available.
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.96,https://images.gr-assets.com/books/1308814880m/121749.jpg,1951.0,Mystery,No description available.
16143347,We Were Liars,E. Lockhart,3.85,https://images.gr-assets.com/books/1402749479m/16143347.jpg,2014.0,Sci-Fi,No description available.
11590,'Salem's Lot,Stephen King,3.99,https://images.gr-assets.com/books/1327891565m/11590.jpg,1975.0,Romance,No description available.
7745,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",4.08,https://images.gr-assets.com/books/1394204569m/7745.jpg,1971.0,Sci-Fi,No description available.
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.46,https://images.gr-assets.com/books/1460477747m/10025305.jpg,2011.0,History,No description available.
20910157,Yes Please,Amy Poehler,3.81,https://images.gr-assets.com/books/1402815435m/20910157.jpg,2014.0,Romance,No description available.
12996,Othello,William Shakespeare,3.88,https://images.gr-assets.com/books/1459795105m/12996.jpg,1603.0,Sci-Fi,No description available.
6149,Beloved,Toni Morrison,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1987.0,Fiction,No description available.
